RK|Name|University|POS|GP|MIN|PTS|FGM|FGA|FG%|3PM|3PA|3P%|FTM|FTA|FT%|REB|AST|STL|BLK|TO
48|Jarekious Bradley|SEMO|G|32|31.3|19.0|6.8|13.7|49.8|2.3|6.3|37.3|3.0|3.9|77.6|6.3|1.6|1.2|0.9|1.8
50|QJ Peterson|VMI|G|35|32.9|19.0|6.2|15.7|39.7|2.2|7.0|32.0|4.3|5.7|75.8|5.6|2.1|1.7|0.3|2.2
51|Justin Black|MORG|G|31|33.9|18.9|6.5|14.3|45.2|1.7|5.7|29.4|4.4|7.3|60.0|5.1|2.8|1.9|0.1|3.2
52|Joe Young|ORE|G|34|31.1|18.9|6.1|12.6|48.0|2.2|5.4|41.5|4.6|5.2|88.1|2.8|1.9|1.3|0.0|1.1
53|Dyami Starks|BRY|G|30|36.3|18.9|6.4|15.5|41.5|2.9|8.0|36.8|3.1|3.6|86.0|3.4|2.0|1.1|0.0|1.9
54|Rodney Glasgow|VMI|G|35|36.9|18.9|6.6|13.8|48.0|2.5|6.2|39.6|3.1|3.6|87.3|4.0|5.9|1.3|0.0|1.8
55|George Beamon|MAN|G|30|30.9|18.8|5.7|13.9|40.8|1.8|4.8|37.1|5.7|6.9|82.7|6.5|0.8|1.6|0.3|1.8
55|Kareem Jamar|MONT|G|30|36.2|18.8|6.1|12.9|47.2|1.5|4.3|34.9|5.2|7.3|71.2|5.6|4.0|0.9|0.5|2.2
57|Chasson Randle|STAN|G|36|35.1|18.8|6.1|12.8|47.4|1.9|4.9|38.9|4.8|6.2|76.7|3.6|2.1|1.0|0.1|2.4
58|Glenn Cosey|EKU|G|34|36.3|18.7|5.5|12.8|43.0|3.4|7.9|42.6|4.4|5.2|84.1|3.2|4.2|1.2|0.1|1.9
59|M|M|G|32|35.6|18.7|6.1|14.0|43.5|2.9|7.2|40.3|3.6|4.7|77.9|2.3|2.8|1.1|0.2|2.4
60|Jordan McRae|TENN|G|37|32.2|18.7|6.0|13.8|43.6|2.1|6.1|35.1|4.5|5.7|78.8|3.5|2.5|0.7|1.0|2.1
61|Jerrelle Benimon|TOW|F|36|36.3|18.7|6.3|11.8|52.9|0.4|1.2|31.8|5.8|8.1|71.3|11.2|3.6|0.7|1.2|3.4
62|Jahii Carson|ASU|G|33|35.4|18.6|6.4|14.8|43.3|1.1|2.8|39.1|4.7|6.6|71.9|4.0|4.6|0.7|0.1|3.5
63|Alex Francis|BRY|F|32|36.0|18.6|7.0|12.2|57.7|0.0|0.0|0.0|4.5|7.4|61.4|8.2|1.4|1.2|0.8|3.0
64|Desmar Jackson|SIU|G|33|32.9|18.6|6.4|13.8|46.6|0.7|2.5|26.8|5.1|6.5|78.0|5.5|2.1|2.4|0.4|3.0
65|Shawn Long|UL|F|34|29.4|18.6|7.0|13.5|52.2|1.0|2.3|42.3|3.5|5.2|67.4|10.4|0.6|0.7|2.7|2.1
66|Anthony Ireland|LMU|G|32|35.8|18.5|6.0|14.7|40.7|1.3|4.2|30.8|5.3|6.5|81.7|3.7|5.3|1.6|0.1|2.8
67|Javon McCrea|BUFF|F|29|32.3|18.5|7.0|12.4|56.1|0.0|0.1|50.0|4.6|6.8|66.7|9.9|2.2|1.5|2.2|2.4
68|Trevor Releford|ALA|G|31|34.8|18.5|6.0|12.2|49.6|2.3|5.9|39.3|4.1|4.9|84.8|3.5|3.1|2.2|0.1|2.6
69|Olivier Hanlan|BC|G|32|36.3|18.5|5.4|12.1|44.7|1.9|5.5|34.7|5.8|7.1|81.1|3.4|2.9|0.8|0.1|2.4
70|Tristan Carey|LONG|G|31|32.7|18.5|6.6|15.2|43.8|3.0|7.7|39.5|2.1|2.7|78.6|6.6|0.8|1.5|0.4|1.6
71|Kyle Benjamin Wilson|ARMY|G|31|30.9|18.4|6.1|13.8|44.3|2.0|4.7|43.4|4.2|5.3|79.1|2.6|1.5|0.5|0.1|2.1
72|Ovie Soko|DUQ|F|30|31.0|18.4|5.7|12.2|46.7|0.5|1.7|27.5|6.5|9.6|67.5|8.0|1.7|0.9|0.6|2.7
73|CJ Wilcox|WASH|G|32|34.9|18.3|6.2|13.6|45.3|2.8|7.2|39.1|3.2|3.7|87.3|3.7|2.5|1.0|1.0|1.7
74|Chris Fouch|DREX|G|30|35.4|18.3|6.2|15.5|39.9|2.4|7.4|32.4|3.5|4.3|82.2|3.2|2.0|0.9|0.1|1.3
74| Mann|BEL|G|36|35.2|18.3|6.1|13.2|46.0|2.5|6.3|39.0|3.8|4.3|87.1|4.8|2.6|2.1|0.1|1.7
76|RJ Hunter|GAST|G|33|33.5|18.3|5.5|12.4|44.4|3.0|7.7|39.5|4.3|4.9|88.2|4.6|1.7|1.9|0.9|1.2
77|KT Harrell|AUB|G|30|32.6|18.3|5.8|13.4|43.3|2.2|6.1|35.9|4.5|5.1|87.0|4.0|2.1|0.8|0.2|2.9
78|D|DETM|F|32|34.5|18.3|6.8|16.1|41.9|1.7|4.8|34.4|3.1|3.7|83.9|5.3|2.2|1.0|0.5|1.9
79|Branden Frazier|FOR|G|31|36.8|18.2|6.0|15.1|39.7|1.5|5.1|28.3|4.8|5.6|85.5|5.1|4.3|1.1|0.3|3.0
80|Russ Smith|LOU|G|37|29.3|18.2|6.1|13.0|46.8|1.9|4.9|38.7|4.1|5.9|70.5|3.3|4.6|2.0|0.1|2.8
81|Juwan Staten|WVU|G|33|37.3|18.1|6.2|12.8|48.6|0.2|0.5|40.0|5.5|7.7|71.9|5.6|5.8|1.2|0.1|2.1
82| Mason|UTC|F|31|30.3|18.1|6.5|13.2|49.0|1.3|3.8|34.2|3.8|5.4|71.3|9.7|0.8|0.9|3.0|2.4
83|Terran Petteway|NEB|F|32|31.7|18.1|5.7|13.3|42.6|1.5|4.6|32.7|5.2|6.4|81.9|4.8|1.6|0.9|0.8|2.8
84|Christian Standhardinger|HAW|F|31|31.9|18.1|5.7|12.0|47.4|0.4|1.5|27.7|6.3|8.2|76.8|8.4|1.5|1.4|0.7|2.7
85|Akeem Richmond|ECU|G|34|35.3|18.0|5.3|13.3|40.1|4.6|11.5|39.5|2.8|3.3|84.8|2.8|1.6|1.3|0.0|1.7
85|Shabazz Napier|CONN|G|40|35.1|18.0|5.3|12.4|42.9|2.2|5.4|40.5|5.2|6.0|87.0|5.9|4.9|1.8|0.3|2.9
85| Bray|PRIN|G|26|35.4|18.0|5.8|10.9|53.7|2.0|4.8|41.3|4.3|5.4|80.0|4.8|5.1|1.3|0.2|1.8
88|B|BRAD|G|32|35.5|18.0|6.6|15.5|42.4|0.9|3.1|29.0|3.9|5.3|74.6|3.1|3.9|2.4|0.1|3.6
89|Marcus Smart|OKST|G|31|32.7|18.0|5.3|12.5|42.2|1.6|5.3|29.9|5.9|8.1|72.8|5.9|4.8|2.9|0.6|2.6
90|Corey Hawkins|UCD|G|30|33.8|18.0|5.7|12.8|44.4|1.3|3.9|32.2|5.3|7.0|75.7|4.5|3.0|1.5|0.4|2.0
91|Ledrick Eackles|MCN|G|31|31.6|17.8|5.1|14.0|36.6|2.5|6.9|36.4|5.0|6.6|76.5|4.9|2.4|1.5|0.2|2.9
92|Melvin Ejim|CAN|F|34|32.1|17.8|6.5|12.8|50.5|1.3|3.7|34.6|3.6|4.7|76.1|8.4|1.8|1.2|0.7|2.3
93|Byron Wesley|GONZ|G|30|34.6|17.8|6.4|13.6|46.7|0.8|2.4|33.8|4.2|5.9|71.3|6.4|2.3|0.9|0.3|2.0
94|Ryan Harrow|GAST|G|34|33.9|17.8|6.5|14.6|44.6|0.9|3.1|28.8|3.8|4.6|83.9|2.6|4.2|1.3|0.1|1.7
94| Newbill|PSU|G|34|34.4|17.8|6.1|13.6|45.2|1.4|4.1|32.6|4.1|5.5|75.3|4.9|1.7|0.8|0.3|2.1
96|Chad Frazier|UAB|G|31|35.3|17.7|5.5|13.7|40.1|2.0|5.8|33.9|4.8|6.5|72.9|3.3|4.3|1.1|0.3|4.0
97|Langston Galloway|JOES|G|34|36.2|17.7|5.6|12.6|44.4|3.2|7.2|44.3|3.4|4.1|82.6|4.3|1.6|1.1|0.5|0.8
98|Rashad Whack|MSM|G|33|33.3|17.6|5.5|13.2|41.6|2.5|6.9|36.6|4.1|5.2|78.9|4.3|1.3|1.6|0.4|2.1
99|Taylor Braun|NDSU|G|32|34.0|17.6|5.3|11.3|47.1|1.3|3.1|41.4|5.7|7.3|78.5|5.5|3.8|1.5|0.2|2.0
99|Tim Williams|UNM|F|32|33.0|17.6|6.8|11.3|60.3|0.0|0.1|50.0|4.0|5.4|75.0|7.3|0.8|1.3|1.4|1.8
101|Xavier Thames|SDSU|G|36|31.3|17.6|5.2|12.7|41.1|1.7|4.6|37.2|5.4|6.5|83.4|2.9|3.2|1.6|0.1|1.4
102|Rivera|GTWN|G|33|35.5|17.6|5.4|12.1|44.5|2.0|5.1|39.3|4.8|5.5|87.3|5.0|2.7|1.2|0.2|1.7
103|Chavaughn Lewis|MRST|F|31|34.6|17.5|6.0|15.0|39.8|0.9|2.9|30.8|4.7|6.3|74.5|5.0|2.8|1.9|0.4|3.2
104|Angelo Warner|MORE|G|34|34.8|17.5|5.4|12.1|44.6|1.6|5.1|32.6|5.1|6.2|82.1|4.8|3.0|2.0|0.3|2.6
104|Marcus Paige|UNC|G|34|35.6|17.5|5.6|12.8|44.0|2.5|6.5|38.9|3.8|4.3|87.7|3.2|4.2|1.5|0.2|2.1
106|Nik Stauskas|MICH|G|36|35.6|17.5|5.1|10.9|47.0|2.6|5.8|44.2|4.7|5.7|82.4|2.9|3.3|0.6|0.3|1.9
107|Jordan Clarkson|MIZ|G|35|35.1|17.5|6.0|13.4|44.7|0.9|3.3|28.1|4.6|5.6|83.1|3.8|3.4|1.1|0.2|2.7
107|Stephen Maxwell|CSUN|F|35|34.5|17.5|6.2|11.3|54.7|0.0|0.0|0.0|5.1|6.8|75.3|8.8|0.6|0.7|0.1|2.3
109|Sean Armand|IONA|G|33|35.9|17.5|5.8|11.8|48.6|2.9|6.6|44.2|3.1|3.9|78.9|3.2|4.1|1.2|0.3|2.4
110|Lamont Middleton|NCAT|G|32|35.1|17.5|4.4|13.4|32.7|1.6|5.2|30.3|7.2|9.1|78.7|4.7|2.1|1.0|0.2|3.0
111|Frantz Massenat|DREX|G|30|36.8|17.5|5.4|13.3|40.5|1.4|4.0|35.3|5.3|7.4|72.1|3.8|4.7|0.8|0.4|1.9
112|Angelo Harrison|SJU|G|33|32.9|17.5|5.1|13.4|38.1|1.9|5.2|37.0|5.3|6.1|86.1|4.9|1.9|1.0|0.5|1.5
113|Dalton Pepper|TEM|G|31|37.8|17.5|6.4|14.7|43.3|2.7|7.2|37.5|2.0|2.3|87.1|5.1|2.4|1.0|0.2|1.7
114|Sean McGonagill|BRWN|G|29|37.4|17.4|5.6|14.0|39.9|3.2|8.1|39.7|3.0|3.9|77.9|4.3|3.8|1.3|0.0|1.7
115|Trey Sumler|WCU|G|32|35.6|17.4|5.5|13.2|41.9|1.9|5.3|36.7|4.4|5.5|80.1|4.0|4.3|1.1|0.0|2.3
116|Jordan Adams|UCLA|G|36|30.1|17.4|5.8|11.9|48.5|1.4|4.1|35.6|4.4|5.3|83.6|5.3|2.3|2.6|0.1|1.5
117|Chris Fowler|CMU|G|31|33.1|17.4|5.9|11.9|49.7|0.8|2.2|38.2|4.7|6.8|68.4|3.1|5.3|1.9|0.0|2.8
118|Michael Williams|CSUF|G|31|34.6|17.4|5.9|14.2|41.7|2.3|6.4|35.9|3.2|4.5|71.2|4.1|2.5|0.9|0.2|2.2
119|Jon Severe|IONA|G|31|32.9|17.3|5.3|15.9|33.1|2.5|7.5|34.2|4.2|5.3|79.4|2.8|2.0|0.9|0.2|2.6
120|Markel Starks|GTWN|G|33|37.0|17.3|5.6|13.7|41.2|1.7|5.3|32.6|4.3|4.9|87.0|2.3|4.1|0.9|0.1|2.3
120|Jarvis Summers|MISS|G|33|30.6|17.3|5.8|11.8|48.6|1.4|3.4|42.3|4.3|5.7|76.5|2.4|3.8|0.9|0.3|2.3
122|Yogi Ferrell|IU|G|32|33.8|17.3|5.3|12.8|41.3|2.8|6.9|40.0|3.9|4.8|82.4|3.0|3.9|0.8|0.0|2.6
123|Damon Lynn|NJIT|G|29|33.8|17.2|5.2|14.0|37.3|3.7|9.7|37.9|3.1|4.0|77.8|2.8|2.1|1.2|0.0|1.8
124|Jamie  Adams|FAMU|G|32|30.3|17.2|4.9|12.5|39.3|2.4|6.4|37.7|5.0|6.3|79.2|2.5|3.7|1.5|0.0|3.2
125|Eron Harris|MSU|G|33|31.4|17.2|5.5|12.7|43.8|2.7|6.4|42.2|3.4|4.0|85.6|3.5|1.6|0.7|0.2|2.1
125| English|IONA|G|33|36.6|17.2|5.2|12.7|40.6|2.5|7.2|35.4|4.4|5.7|76.6|3.9|4.3|1.0|0.4|2.8
127|Killian Larson|GCU|C|30|32.7|17.2|6.0|11.1|54.1|0.0|0.1|33.3|5.2|7.0|73.8|11.6|0.8|0.5|0.2|2.5
128|Jared Brownridge|SCU|G|33|33.5|17.2|5.5|12.2|45.4|2.9|6.6|43.6|3.2|3.7|86.2|2.6|2.3|0.7|0.1|1.5
129|Markel Brown|OKST|F|34|35.3|17.2|5.6|11.8|47.3|1.6|4.3|37.9|4.4|5.7|76.8|5.3|2.9|1.0|1.0|1.6
130|Stephan Hicks|CSUN|G|35|34.2|17.2|5.9|11.3|51.9|0.3|0.9|30.3|5.1|6.2|82.1|6.8|1.1|1.3|0.3|1.6
131|Isaiah Sykes|UCF|G|30|31.9|17.2|6.6|13.9|47.5|0.4|1.1|37.5|3.6|6.6|54.0|7.2|3.5|1.7|0.2|3.7
131|Martez Harrison|KC|G|30|32.4|17.2|5.3|12.1|43.9|1.1|3.1|35.9|5.5|8.6|63.8|3.3|3.8|1.7|0.0|3.1
133|Julian Norfleet|MSM|G|33|32.7|17.2|5.9|13.1|45.2|1.7|4.9|34.6|3.6|4.9|74.1|2.8|5.5|1.6|0.3|2.9
134|Lamar Patterson|PITT|G|36|32.6|17.1|5.6|12.7|44.1|2.2|5.7|38.8|3.7|4.9|75.4|4.9|4.3|1.4|0.3|2.6
135|Andrew Wiggins|KU|G|35|32.8|17.1|5.4|12.1|44.8|1.2|3.6|34.1|5.0|6.5|77.5|5.9|1.5|1.2|1.0|2.3
136|DeAndre Kane|ISU|G|36|34.4|17.1|5.8|12.0|48.3|1.2|3.0|39.8|4.3|6.8|63.5|6.8|5.9|1.2|0.3|2.9
136|KJ McDaniels|CLEM|F|36|33.7|17.1|5.8|12.6|45.9|1.2|3.8|30.4|4.3|5.1|84.2|7.1|1.6|1.1|2.8|2.3
138|Augustine Rubit|USA|F|31|31.4|17.0|6.0|12.9|46.3|0.7|2.1|32.8|4.4|6.6|66.7|9.4|1.4|0.7|1.5|2.0
138|Richaud Pack|MD|G|29|34.2|17.0|4.4|10.0|44.1|1.8|4.7|38.2|6.4|7.9|80.4|4.6|1.6|0.7|0.1|1.7
138|Kyan Anderson|TCU|G|31|34.9|17.0|5.2|11.0|47.1|1.5|3.6|40.7|5.1|6.0|85.0|2.4|4.5|1.4|0.0|2.9
138|Semaj Christon|XAV|G|34|35.3|17.0|5.9|12.4|47.9|0.6|1.4|38.8|4.6|6.9|66.8|2.7|4.2|1.3|0.2|2.6
142|Devyn Marble|IOWA|G|33|30.2|17.0|5.5|13.2|42.0|1.6|4.5|34.9|4.3|6.0|71.4|3.2|3.6|1.8|0.2|1.7
143|Issiah Grayson|CSUB|G|32|31.8|17.0|5.3|10.7|50.1|2.2|4.6|48.6|4.1|5.0|81.3|2.8|3.9|1.5|0.0|2.8
144|Javonte Green|RAD|F|35|25.6|16.9|6.1|11.1|54.8|0.3|1.0|34.3|4.5|6.5|68.6|8.1|1.1|1.9|0.6|1.6
145|Xavier Munford|URI|G|32|35.6|16.9|5.8|14.3|40.2|1.9|5.9|32.6|3.5|4.9|70.7|4.0|2.4|1.1|0.4|2.8
146|Brandon Clark|SCU|G|33|32.1|16.9|5.4|12.7|42.5|1.7|4.8|35.0|4.4|5.1|86.8|2.6|3.5|1.4|0.1|1.9
147|Justin Sears|YALE|F|32|30.6|16.9|5.7|11.1|51.7|0.1|0.4|33.3|5.3|7.6|69.7|6.9|1.4|1.2|1.9|2.2
148|Rashawn Rembert|ETSU|G|35|36.1|16.8|5.2|11.6|44.9|3.1|7.3|42.5|3.3|4.0|84.2|3.1|1.7|1.2|0.3|1.5
149|Will Cummings|TEM|G|29|34.4|16.8|5.4|12.2|44.8|1.1|3.6|30.8|4.8|6.1|78.7|3.4|4.6|1.5|0.1|2.2
150|Cameron Payne|MUR|G|34|32.6|16.8|5.6|13.8|40.4|2.1|6.2|34.1|3.5|4.6|77.4|3.6|5.4|1.7|0.6|3.2
151|Daniel Mullings|NMSU|G|35|33.5|16.8|5.7|12.3|46.6|0.5|1.9|27.7|4.8|6.6|72.7|4.9|3.5|1.9|0.5|2.6
152|Nolan Cressler|VAN|G|28|32.6|16.8|6.0|14.7|41.1|2.4|6.7|36.4|2.3|2.9|77.8|4.2|1.6|0.5|0.1|2.1
153|Gary Harris|MSU|G|35|32.3|16.7|5.6|13.0|42.9|2.3|6.6|35.2|3.3|4.1|81.0|4.0|2.7|1.8|0.4|1.7
154|Torrey Craig|UPST|F|34|32.8|16.7|6.0|14.7|40.8|2.0|6.9|29.2|2.7|4.4|61.6|7.0|2.3|0.9|0.8|2.5
155|Georges Niang|ISU|F|34|30.1|16.7|6.5|13.8|47.4|1.4|4.3|32.7|2.2|3.1|72.1|4.5|3.6|0.6|0.6|2.4
156|Tymell Murphy|FIU|F|31|34.4|16.6|6.4|10.9|58.6|0.4|1.5|28.3|3.5|5.3|65.6|7.4|2.3|1.9|1.5|2.9
157|Johnny Dee|USD|G|35|32.4|16.6|5.3|12.1|43.3|2.7|6.4|41.8|3.4|3.6|94.5|2.8|1.4|1.1|0.0|1.4
158| Avila|CSU|F|32|33.4|16.6|5.8|12.8|45.4|0.8|2.4|31.6|4.3|5.3|79.5|7.4|3.4|1.1|0.5|2.4
159|Mikh McKinney|SAC|G|30|34.6|16.6|5.8|12.0|48.2|1.3|3.7|34.5|3.8|4.6|82.0|3.8|4.6|1.2|0.2|2.3
160|Chris Hansen|IDST|F|29|34.5|16.6|5.2|12.1|42.6|2.8|6.9|40.0|3.5|4.5|77.1|3.9|1.9|1.1|0.2|1.8
161|Marvin Dominique|SPU|F|31|33.5|16.6|6.1|12.9|47.5|1.1|3.2|34.3|3.2|4.3|75.2|8.9|0.6|0.9|0.9|2.3
161|Richard Carter|DRKE|G|31|31.2|16.6|5.1|11.8|42.8|1.4|4.2|32.3|5.1|6.9|73.8|3.2|3.8|1.8|0.0|2.5
163|Jarvis Haywood|UNCW|G|26|30.2|16.6|5.7|11.3|50.9|1.3|3.1|41.2|3.8|5.2|74.1|4.5|2.6|1.3|0.2|3.1
164|Buddy Hield|OU|G|33|32.1|16.5|5.9|13.3|44.5|2.7|7.1|38.6|1.9|2.5|75.0|4.4|1.9|1.4|0.2|1.8
165| Fair|SYR|F|34|37.8|16.5|6.4|14.9|42.9|0.7|2.6|27.6|3.0|4.2|72.5|6.4|1.3|1.3|0.8|2.5
165|Jerome Garrison|GCU|G|30|37.8|16.5|4.3|10.2|41.8|1.7|4.3|40.0|6.2|7.9|79.2|2.8|2.1|0.5|0.3|2.0
167|Jaron Lane|UNCA|G|32|33.4|16.5|5.3|10.5|50.1|1.1|2.8|40.4|4.8|6.3|77.1|5.5|1.5|0.9|0.4|1.7
168|Kevin Bailey|PORT|G|24|30.0|16.5|5.5|12.4|44.1|1.3|3.1|41.9|4.3|5.8|73.9|2.9|2.2|0.9|0.8|2.3
